Train, Test, Bias, MAE, MSE, RMSE
60.0,40.0,-0.6285659988472246,0.783781159938479,0.8858388973572737,0.941190149415767
65.0,35.0,-0.9443144706206106,1.0301394915516813,1.3499606230782406,1.1618780586095259
70.0,30.0,0.3223309256678223,0.3905363468548934,0.5181069161755804,0.7197964407911311
75.0,25.0,0.07942336757133511,0.345948855893315,0.49072546861035066,0.7005180002043849
80.0,20.0,-0.17885570180880295,0.49835507347536007,0.6255086842596882,0.7908910697812236
85.0,15.0,0.26161512501795764,0.4564075541953299,0.8320971127757665,0.9121935719877479
90.0,10.0,0.48657133492660126,0.606074355096169,1.2978202872022253,1.1392191567921535
95.0,5.0,-2.0455276352796874,2.0455276352796874,4.6016432424997396,2.1451441076300073
